adj,freq,sem_class,mean dis,subjectivity,age,p/d
super,2,value,1.0,0.770833333333333,2-4yo,child-directed
scary,1,value,0.0,0.723333333333333,2-4yo,child-directed
great,46,value,0.9565217391304348,0.838,2-4yo,child-directed
central,3,location,0.0,0.3275,2-4yo,child-directed
quiet,1,physical,0.0,0.36875,2-4yo,child-directed
side,2,location,0.0,0.271,2-4yo,child-directed
american,1,nationality,1.0,0.367857142857143,2-4yo,child-directed
misshapen,1,physical,0.0,0.487142857142857,2-4yo,child-directed
narrow,2,dimension,0.0,0.6325,2-4yo,child-directed
whole,6,other,1.0,0.353636363636364,2-4yo,child-directed
first,1,temporal,0.0,0.141818181818182,2-4yo,child-directed
golden,3,color,0.0,0.33625,2-4yo,child-directed
fantastic,1,value,0.0,0.6725,2-4yo,child-directed
own,8,other,1.0,0.253333333333333,2-4yo,child-directed
sweet,6,physical,1.0,0.724666666666667,2-4yo,child-directed
fancy,1,value,0.0,0.673636363636364,2-4yo,child-directed
hollow,1,physical,0.0,0.221428571428571,2-4yo,child-directed
square,1,shape,0.0,0.384285714285714,2-4yo,child-directed
tiny,41,dimension,0.36585365853658536,0.414444444444444,2-4yo,child-directed
delicious,1,value,0.0,0.789285714285714,2-4yo,child-directed
thick,1,dimension,0.0,0.596153846153846,2-4yo,child-directed
open,1,dimension,1.0,0.422857142857143,2-4yo,child-directed
little,248,dimension,0.3467741935483871,0.413571428571429,2-4yo,child-directed
top,1,location,1.0,0.135714285714286,2-4yo,child-directed
long,29,dimension,0.27586206896551724,0.556428571428571,2-4yo,child-directed
next,1,temporal,0.0,0.281,2-4yo,child-directed
live,1,human,0.0,0.174615384615385,2-4yo,child-directed
white,5,color,0.0,0.281428571428571,2-4yo,child-directed
happy,4,human,0.5,0.43,2-4yo,child-directed
flat,3,dimension,0.0,0.256,2-4yo,child-directed
head,1,other,0.0,0.288,2-4yo,child-directed
tawny,1,color,0.0,0.505,2-4yo,child-directed
sore,2,other,0.0,0.69,2-4yo,child-directed
warm,13,physical,0.0,0.6675,2-4yo,child-directed
last,17,temporal,0.0,0.39,2-4yo,child-directed
wide,8,dimension,0.0,0.443,2-4yo,child-directed
wool,1,material,0.0,0.287,2-4yo,child-directed
wise,4,human,1.0,0.753846153846154,2-4yo,child-directed
plain,1,value,1.0,0.571428571428571,2-4yo,child-directed
pretend,3,other,0.0,0.435,2-4yo,child-directed
grey,4,color,0.0,0.2810714285714285,2-4yo,child-directed
silly,1,human,0.0,0.655,2-4yo,child-directed
dirty,3,physical,1.0,0.504,2-4yo,child-directed
fun,21,value,0.7142857142857143,0.872857142857143,2-4yo,child-directed
wicked,1,human,1.0,0.674444444444444,2-4yo,child-directed
beautiful,25,value,0.76,0.935714285714286,2-4yo,child-directed
ripe,1,age,0.0,0.241666666666667,2-4yo,child-directed
sad,1,human,0.0,0.567777777777778,2-4yo,child-directed
gentle,1,human,0.0,0.573846153846154,2-4yo,child-directed
sharp,2,physical,0.0,0.417272727272727,2-4yo,child-directed
huge,6,dimension,0.3333333333333333,0.624285714285714,2-4yo,child-directed
different,1,other,0.0,0.771428571428571,2-4yo,child-directed
loud,10,physical,0.0,0.48,2-4yo,child-directed
itsy,1,dimension,1.0,0.656666666666667,2-4yo,child-directed
same,10,other,0.9,0.30875,2-4yo,child-directed
hot,10,physical,0.1,0.403,2-4yo,child-directed
strange,1,value,1.0,0.757777777777778,2-4yo,child-directed
sick,3,other,1.0,0.344285714285714,2-4yo,child-directed
grand,4,value,1.0,0.747142857142857,2-4yo,child-directed
yucky,5,value,0.0,0.711666666666667,2-4yo,child-directed
nice,164,value,0.9451219512195121,0.725833333333333,2-4yo,child-directed
poor,26,value,1.0,0.53,2-4yo,child-directed
even,3,other,0.6666666666666666,0.427142857142857,2-4yo,child-directed
okay,4,value,1.0,0.88,2-4yo,child-directed
wrong,3,value,1.0,0.452222222222222,2-4yo,child-directed
regular,1,value,1.0,0.651111111111111,2-4yo,child-directed
bitsy,1,dimension,0.0,0.66,2-4yo,child-directed
tall,13,dimension,0.6923076923076923,0.675882352941176,2-4yo,child-directed
short,5,dimension,0.6,0.54,2-4yo,child-directed
natural,1,other,0.0,0.499,2-4yo,child-directed
light,3,physical,0.0,0.562,2-4yo,child-directed
medical,1,other,0.0,0.3,2-4yo,child-directed
hungry,1,human,1.0,0.473333333333333,2-4yo,child-directed
green,104,color,0.0,0.208461538461538,2-4yo,child-directed
clean,3,physical,0.0,0.589230769230769,2-4yo,child-directed
english,4,nationality,0.5,0.191111111111111,2-4yo,child-directed
alright,4,value,0.75,0.623571428571429,2-4yo,child-directed
fresh,7,age,0.14285714285714285,0.448181818181818,2-4yo,child-directed
cute,5,value,0.2,0.787272727272727,2-4yo,child-produced
just,3,value,1.0,0.60125,2-4yo,child-produced
yellow,3,color,0.3333333333333333,0.343333333333333,2-4yo,child-produced
bright,2,color,0.0,0.464,2-4yo,child-produced
naughty,2,human,0.0,0.723,2-4yo,child-produced
cold,2,physical,0.0,0.69,2-4yo,child-produced
giant,2,dimension,0.5,0.622222222222222,2-4yo,child-produced
busy,3,other,1.0,0.683333333333333,2-4yo,child-produced
royal,2,human,0.5,0.4925,2-4yo,child-produced
late,1,temporal,1.0,0.422307692307692,2-4yo,child-produced
black,4,color,0.0,0.269,2-4yo,child-produced
pretty,4,value,1.0,0.863333333333333,2-4yo,child-produced
orange,3,color,0.3333333333333333,0.301538461538462,2-4yo,child-produced
sorry,1,human,1.0,0.68,2-4yo,child-produced
east,1,location,0.0,0.202222222222222,2-4yo,child-produced
brown,4,color,0.5,0.29875,2-4yo,child-produced
good,8,value,0.5,0.78125,2-4yo,child-produced
big,83,dimension,0.8072289156626506,0.691666666666667,2-4yo,child-produced
fat,7,dimension,0.0,0.619375,2-4yo,child-produced
awful,1,value,1.0,0.641666666666667,2-4yo,child-produced
exact,1,other,1.0,0.281,2-4yo,child-produced
cool,1,physical,1.0,0.678125,2-4yo,child-produced
crisp,1,physical,0.0,0.614285714285714,2-4yo,child-produced
wooden,1,material,0.0,0.255454545454545,2-4yo,child-produced
bad,17,value,0.47058823529411764,0.71625,2-4yo,child-produced
stupid,2,human,1.0,0.6575,2-4yo,child-produced
small,1,dimension,1.0,0.513,2-4yo,child-produced
soft,1,physical,1.0,0.572222222222222,2-4yo,child-produced
round,1,shape,0.0,0.23875,2-4yo,child-produced
mean,2,human,1.0,0.712727272727273,2-4yo,child-produced
old,32,age,0.25,0.646666666666667,2-4yo,child-produced
back,3,location,0.0,0.297142857142857,2-4yo,child-produced
dead,1,human,0.0,0.14,2-4yo,child-produced
dear,1,value,1.0,0.61,2-4yo,child-produced
special,4,value,1.0,0.68,2-4yo,child-produced
blue,9,color,0.3333333333333333,0.346666666666667,2-4yo,child-produced
eensie,4,dimension,0.0,0.7175,2-4yo,child-produced
purple,2,color,1.0,0.2405,2-4yo,child-produced
slick,1,physical,1.0,0.629090909090909,2-4yo,child-produced
jolly,2,human,1.0,0.675714285714286,2-4yo,child-produced
teeny,5,dimension,0.4,0.531818181818182,2-4yo,child-produced
new,3,age,0.6666666666666666,0.265,2-4yo,child-produced
red,17,color,0.17647058823529413,0.174166666666667,2-4yo,child-produced
fun,2,value,0.0,0.872857142857143,2-4yo,child-produced
french,1,nationality,0.0,0.278888888888889,2-4yo,child-produced
quick,1,speed,0.0,0.561111111111111,2-4yo,child-produced
spare,1,other,0.0,0.16375,2-4yo,child-produced
strong,15,physical,0.0,0.64375,2-4yo,child-produced
super,2,value,0.0,0.770833333333333,2-4yo,child-produced
scary,1,value,0.0,0.723333333333333,2-4yo,child-produced
great,10,value,1.0,0.838,2-4yo,child-produced
last,1,temporal,0.0,0.39,2-4yo,child-produced
undercover,2,other,0.0,0.293,2-4yo,child-produced
whole,1,other,1.0,0.353636363636364,2-4yo,child-produced
first,2,temporal,1.0,0.141818181818182,2-4yo,child-produced
own,5,other,1.0,0.253333333333333,2-4yo,child-produced
sweet,5,physical,0.0,0.724666666666667,2-4yo,child-produced
long,8,dimension,0.0,0.556428571428571,2-4yo,child-produced
open,1,dimension,0.0,0.422857142857143,2-4yo,child-produced
little,87,dimension,0.6666666666666666,0.413571428571429,2-4yo,child-produced
tiny,18,dimension,0.16666666666666666,0.414444444444444,2-4yo,child-produced
next,2,temporal,0.0,0.281,2-4yo,child-produced
live,1,human,1.0,0.174615384615385,2-4yo,child-produced
white,5,color,0.0,0.281428571428571,2-4yo,child-produced
wicked,2,human,1.0,0.674444444444444,2-4yo,child-produced
head,2,other,0.0,0.288,2-4yo,child-produced
sore,1,other,0.0,0.69,2-4yo,child-produced
wide,2,dimension,0.5,0.443,2-4yo,child-produced
plain,2,value,0.5,0.571428571428571,2-4yo,child-produced
pretend,1,other,1.0,0.435,2-4yo,child-produced
grey,9,color,0.0,0.2810714285714285,2-4yo,child-produced
ugly,2,value,0.0,0.729166666666667,2-4yo,child-produced
silly,1,human,1.0,0.655,2-4yo,child-produced
dirty,7,physical,0.5714285714285714,0.504,2-4yo,child-produced
wild,1,value,0.0,0.636428571428571,2-4yo,child-produced
happy,3,human,0.3333333333333333,0.43,2-4yo,child-produced
sharp,1,physical,0.0,0.417272727272727,2-4yo,child-produced
tan,1,color,0.0,0.566,2-4yo,child-produced
pink,4,color,0.5,0.1075,2-4yo,child-produced
huge,1,dimension,0.0,0.624285714285714,2-4yo,child-produced
different,1,other,0.0,0.771428571428571,2-4yo,child-produced
itsy,1,dimension,1.0,0.656666666666667,2-4yo,child-produced
same,7,other,0.42857142857142855,0.30875,2-4yo,child-produced
hot,2,physical,0.0,0.403,2-4yo,child-produced
strange,1,value,1.0,0.757777777777778,2-4yo,child-produced
nice,14,value,0.8571428571428571,0.725833333333333,2-4yo,child-produced
poor,3,value,1.0,0.53,2-4yo,child-produced
even,1,other,1.0,0.427142857142857,2-4yo,child-produced
bitsy,1,dimension,0.0,0.66,2-4yo,child-produced
mad,2,human,1.0,0.554285714285714,2-4yo,child-produced
short,1,dimension,0.0,0.54,2-4yo,child-produced
light,8,physical,0.5,0.562,2-4yo,child-produced
green,12,color,0.4166666666666667,0.208461538461538,2-4yo,child-produced
tall,2,dimension,0.0,0.675882352941176,2-4yo,child-produced
